nr,beta_WT,beta05_WT,beta95_WT,hl_WT,hl05_WT,hl95_WT,gamma,gamma05,gamma95,pib_WT,pib05_WT,pib95_WT,delta_1,delta05_1,delta95_1,p_value_1,beta_1,beta05_1,beta95_1,hl_1,hl05_1,hl95_1,delta_hl_1,delta_hl05_1,delta_hl95_1,p_hl_1,ratio_hl_1,pib_1,pib05_1,pib95_1,p_pib_1,delta_2,delta05_2,delta95_2,p_value_2,beta_2,beta05_2,beta95_2,hl_2,hl05_2,hl95_2,delta_hl_2,delta_hl05_2,delta_hl95_2,p_hl_2,ratio_hl_2,pib_2,pib05_2,pib95_2,p_pib_2,delta_3,delta05_3,delta95_3,p_value_3,beta_3,beta05_3,beta95_3,hl_3,hl05_3,hl95_3,delta_hl_3,delta_hl05_3,delta_hl95_3,p_hl_3,ratio_hl_3,pib_3,pib05_3,pib95_3,p_pib_3,sigma_g1,sigma_g2,sigma_g3,sigma_g4,sigma_g5,sigma_g6,sigma_g7,sigma_g8,sigma_g9,gene,com_id,ltag
26,0.3827685,0.3062153,0.4934038,1.81087832611772,1.40482751008613,2.26359490003244,0.5443545,0.076736575,1.218732,0.0546193,0.039972595,0.07321591,-0.06913725,-0.1929578,0.08414082,0.2665,0.3101508,0.21927705,0.4804919815,2.23487149016002,1.44257804057737,3.16105678956799,0.407042667177773,-0.347883179561075,1.32164084968903,0.2335,0.44505081571465,0.1050295,0.06823237,0.14891655,0.016,-0.103574,-0.22112355,0.025346335,0.141,0.2775293,0.20103985,0.42342042,2.49756405429087,1.63701881591235,3.4478102022299,0.669447267246051,-0.12878441195785,1.59639966540619,0.114,0.72220242223312,0.0590218,0.033236225,0.09657683,0.4185,-0.154573,-0.2621184,-0.048481635,0.023,0.226709,0.1688728,0.330936235,3.05743145400152,2.09450408983278,4.10455205529553,1.22765235222678,0.323420934210643,2.27230301440965,0.016,1.17517979614498,0.04001125,0.0053366425,0.10067075,0.3245,0.4607225,0.43149,0.582397,0.663708,0.5956085,0.556228,0.5981095,0.5821305,0.5563895,ncRNA0047,MicA,MicA
27,0.2259695,0.18637095,0.27750925,3.06743689109963,2.49774444360812,3.71918038180313,0.704245,0.1038084,1.520425,0.04022015,0.026405995,0.05741432,-0.05715865,-0.10959805,-0.0011548292,0.1415,0.16874,0.12785475,0.225481307,4.10778227193334,3.0740782456764,5.42136435249108,0.996908903953535,0.018567785330833,2.29914917554529,0.059,0.765533769536242,0.0543504,0.016613365,0.08795632,0.288,0.006829355,-0.056504465,0.08527882,0.631,0.23351356,0.179180675,0.311119525,2.96833803281235,2.22791282792073,3.86842599874852,-0.084367973864045,-0.9595129330531,0.859623687981536,0.47,-0.096404570440792,0.0620534,0.040265595,0.08988404,0.0925,0.0177452,-0.05771886,0.129345,0.5145,0.241846105,0.175195735,0.362261,2.86606723116754,1.91339172645057,3.95641605679765,-0.230719062260557,-1.20674771810673,0.904472198742094,0.395,-0.236385541427094,0.0491657,0.007442203,0.1112277,0.3895,0.4444785,0.6631905,0.4640615,0.6565425,0.453668,0.5696835,0.473133,0.5560845,0.377577,ncRNA0049,MicF,MicF
28,0.696847,0.60987065,0.8217502,0.994690644957227,0.843501162302258,1.13654786627699,0.1828115,0.01533631,0.5524274,0.0139913,0.010295995,0.019046285,0.00601986,-0.12955755,0.17473855,0.5555,0.707375015,0.588548105,0.8760319,0.979886433860815,0.79123509180538,1.17772391895014,-0.008383179901319,-0.214417643370792,0.194428844877032,0.629,-0.040688240987221,0.0307161,0.02179325,0.04217714,0.003,-0.11639,-0.2520788,0.02991997,0.1325,0.581008,0.4735588,0.736202275,1.19300815437456,0.941517308080445,1.46369832859793,0.196144500749279,-0.048224988617083,0.484355220989819,0.1615,0.68055935110803,0.04081465,0.0285759,0.05554089,0,-0.304597,-0.4239747,-0.198542,0,0.3941895,0.3364781,0.4670932,1.75841109467748,1.48395907818415,2.06000701706843,0.768038380683982,0.480550982798183,1.06737756122259,0,2.56577965938852,0.004490535,0.0008139748,0.011006765,0.025,0.4398385,0.3673675,0.557424,0.7029975,0.5337065,0.4804075,0.5986635,0.6445715,0.872999,ncRNA0050,Msr,Msr
29,0.298485,0.1860001,0.47273335,2.3222178301502,1.466254613,3.72659574878954,1.0001845,0.155925,2.206882,0.284422,0.21504195,0.35468115,-0.121558,-0.29153765,0.10256675,0.192,0.1608645,0.07023415,0.438408935,4.3088907539787,1.58105168560773,9.86909676937263,1.81031973663048,-0.676106236597181,7.47721886776475,0.1675,0.319455083766089,0.285916,0.0888648,0.4292806,0.493,-0.1322755,-0.30337065,0.091606625,0.1625,0.150704135,0.0770343,0.43925458,4.59939059413234,1.57800786578262,8.99790391601654,2.12479830728877,-0.680285829482618,6.48588449825205,0.1445,0.487217682533223,0.2030005,0.0407087,0.35003945,0.2125,-0.14468,-0.3126151,0.03263632,0.099,0.14199405,0.08286315,0.335293305,4.88152355699619,2.06729067591776,8.36496314886441,2.44251041884548,-0.296761449720897,5.92521520768385,0.0795,0.701325712898039,0.1383455,0.01307793,0.3583783,0.1425,0.368361,0.544452,0.596515,0.779369,0.569542,0.533774,0.504561,0.552758,0.474452,ncRNA0051,OmrA,OmrA
30,-0.01031995,-0.0291727,0.010179095,-45.2125782830033,-294.198114650882,267.857853743471,0.755629,0.06575573,5.386696,0.1954255,0.01833284,0.5509758,-0.02391925,-0.054445705,0.000836687,0.397,-0.034890615,-0.05568148945,-0.01713613455,-19.8415197208808,-40.2460323822745,-12.4149419203489,23.566505995978,-304.493785391868,272.519631262388,0.2345,0.094662422778421,0.1604495,0.017233595,0.4478819,0.448,-0.002538705,-0.03359581,0.02558174,0.833,-0.013095745,-0.0358166795,0.0086050945,-39.4698308428693,-236.777606737006,206.706599631771,3.36198160397183,-524.298591619488,466.305002451752,0.474,0.00726219308332,0.194143,0.02066062,0.5112835,0.4885,-0.004734585,-0.057723405,0.065226335,0.693,-0.015569,-0.0630204815,0.0526057525,-17.9264388570907,-171.659957879815,154.479186667617,30.7226796584989,-461.555450496681,452.356795291783,0.304,0.072865734814542,0.201658,0.016036075,0.56356585,0.4935,0.520769,0.6480525,0.462472,0.858069,0.572935,0.5180005,0.503099,0.586976,0.5443415,ncRNA0053,OxyS,OxyS
31,0.5082655,0.36093165,0.73569015,1.36375022910528,0.942172710979115,1.92043903912406,0.6248805,0.06982414,1.4462135,0.1474305,0.1117025,0.1883894,0.0723229,-0.1736931,0.33070035,0.381,0.5776233,0.319451,0.9175318,1.19999865469297,0.755447584554637,2.16980755568959,-0.15145713918871,-0.678040110060737,0.647438768619319,0.384,-0.287622554405614,0.379706,0.3016236,0.46383905,0,0.0965975,-0.1132876,0.3260774,0.276,0.602482,0.409703625,0.9148467,1.15048615761788,0.757664886333151,1.69182588381371,-0.207952926886982,-0.714810853164099,0.289799488946732,0.2815,-0.410278533896867,0.1365685,0.10285565,0.177342,0.3635,-0.159043,-0.3688981,0.14273545,0.2095,0.34081455,0.15514415,0.7292644,2.03379578348981,0.950474592067584,4.4677627709342,0.630787482540363,-0.283724864004067,2.99287659715929,0.2055,0.267046437256084,0.2019685,0.077536755,0.32202175,0.2095,0.5806635,0.768463,0.490381,0.7400195,0.522199,0.5143335,0.5712595,0.525927,0.6188375,ncRNA0054,pRNA,pRNA
32,0.443076,0.3800612,0.52245195,1.56439794136635,1.32671948296831,1.82377782662472,2.468,2.2022455,2.6850925,0.04063675,0.031732915,0.05028461,-0.0082449,-0.11400505,0.098672345,0.5705,0.4329962,0.358657185,0.53841939,1.60081585849123,1.28737414331246,1.93261761885585,0.030541731014013,-0.330066919428939,0.407936281002009,0.529,0.080927853926308,0.03177115,0.021606765,0.04518928,0.184,0.0539679,-0.056427885,0.1762629,0.307,0.4970395,0.402753855,0.620484915,1.39455150297344,1.11710568005797,1.72101951802087,-0.174203744982707,-0.511442355466892,0.191864406667103,0.2795,-0.516559313100587,0.0573102,0.04281335,0.07367603,0.0565,0.019581,-0.14450065,0.2056613,0.5015,0.4657386,0.3049669,0.65406615,1.48827518855701,1.05975114210807,2.27286039141023,-0.064938122852142,-0.541065025225021,0.690564196474811,0.4805,-0.136388266507329,0.0836216,0.05238467,0.1206054,0.0235,0.4682805,0.289498,0.2251475,0.5409685,0.366179,0.4572455,0.3467975,0.3716275,0.493642,ncRNA0055,RaoN,RaoN
33,0.8429245,0.6938345,1.0393895,0.822312414419525,0.666879148956024,0.999009389943545,2.199945,1.8633015,2.4966595,0.0485171,0.040341655,0.058145165,-0.01582975,-0.22002305,0.22693755,0.513,0.8281186,0.61279663,1.13597805,0.837014397695917,0.610176564173878,1.13112119926815,0.01489584453294,-0.187531610603059,0.26126102367682,0.6055,0.060462458959105,0.09926035,0.078532085,0.1258297,0,-0.2115985,-0.4020342,-0.039706125,0.037,0.6257895,0.48802275,0.826630155,1.10763635069494,0.838521527882001,1.4203180489538,0.283894401592453,0.047458870793832,0.565826000242255,0.052,1.00696198280736,0.05434355,0.042823365,0.07031036,0.255,-0.11419,-0.3717888,0.1988784,0.31,0.72960615,0.4571144,1.0898492,0.950029292344815,0.636002835194694,1.5163538760182,0.124982691258731,-0.164912384441602,0.648339929243797,0.3605,0.2388095208923,0.121343,0.084066155,0.1688314,0,0.4669485,0.5308855,0.422951,0.618222,0.436093,0.413327,0.468773,0.4428795,0.404307,ncRNA0056,RdlD,RdlD
34,0.7780845,0.6425666,0.92551825,0.890837923912271,0.748928705207668,1.07871647972939,1.6387,1.2431655,1.9215945,0.02303455,0.017190165,0.030589245,-0.208244,-0.3732341,-0.031319375,0.042,0.566588,0.41769895,0.75791398,1.22337081744267,0.914545988801317,1.65944200066154,0.328104391635617,0.038729474348436,0.709678653920065,0.0595,0.859870342594095,0.05010775,0.03305376,0.072432075,0.007,-0.1564345,-0.3117889,0.03391654,0.0985,0.61934025,0.4731649,0.809099525,1.11917024766305,0.856689649673821,1.46491675349613,0.227730300843745,-0.040597172291674,0.513178622338559,0.122,0.797798703636387,0.03596665,0.02507214,0.050703915,0.045,-0.2446355,-0.40688885,-0.079037835,0.014,0.5234085,0.4171534,0.712857235,1.32429490195453,0.972350629322915,1.66161220827081,0.422734365521823,0.106828429104352,0.745335559255365,0.0215,1.31039306032757,0.02352845,0.013291385,0.04152881,0.4755,0.553806,0.332665,0.5505655,0.47256,0.5940465,0.45863,0.664462,0.505981,0.670244,ncRNA0057,RdlE,RdlE
35,0.04383945,0.002022767,0.2797906,14.3110965145381,1.56377896883994,88.6940728588358,10.1602,3.205735,11.852115,0.3097755,0.03122022,0.7021941,0.007336575,-0.1649846,0.16067025,0.611,0.05316074,0.007341912,0.27082753,12.5283970289693,2.02912204081629,62.5304070435548,-1.16978095510919,-84.4793973577522,85.6833934117752,0.453,-0.014041367679039,0.254418,0.02652089,0.57868755,0.4095,0.004399555,-0.1845538,0.16664875,0.638,0.04734345,0.0040105285,0.29555482,13.6957347653334,1.63168465544933,67.0360103724046,-0.68063754081581,-97.017436147723,105.621135679336,0.4675,-0.007065187453375,0.2562935,0.025627515,0.5993137,0.4235,0.02565925,-0.15082065,0.18711245,0.4645,0.0819901,-0.00057874,0.282544745,7.64879282123647,-7.61719020820816,41.2187224879904,-5.35411548693392,-103.987261566858,62.430792681313,0.338,-0.054283125903694,0.2284975,0.02459373,0.5716873,0.3875,0.2687965,0.2524235,0.235969,0.655807,0.365864,0.3711355,0.451144,0.3920775,0.556585,ncRNA0058,RnpB,RnpB
36,0.324466,0.2146624,0.4821906,2.13627061350822,1.43749640978549,3.22901088398367,1.068,0.20978195,1.9129355,0.15418,0.1049147,0.20587715,-0.0722308,-0.21668375,0.097460535,0.2955,0.24971295,0.15231394,0.43378352,2.77577590463009,1.59791049937664,4.55077996936261,0.584211094574452,-0.670875798355884,2.33877569553175,0.2455,0.332966420418892,0.176832,0.10344445,0.25676685,0.3235,0.05217565,-0.11116605,0.2846407,0.3925,0.37898228,0.227164871,0.64112345,1.8289699182863,1.08114476049723,3.05129836274849,-0.293708518044475,-1.40628531072192,0.787463880562336,0.3515,-0.263989434237305,0.1589535,0.1071254,0.21768045,0.4625,-0.127054,-0.27638385,0.007772011,0.0955,0.1881475,0.1256662,0.330559981,3.68406266660381,2.09688819561246,5.51578069351556,1.46529680561815,-0.064590108190643,3.42762293300779,0.07,0.746714210836777,0.0727218,0.008467219,0.2027828,0.1415,0.478367,0.591802,0.5477385,0.7591685,0.5758735,0.5924275,0.5346625,0.6687165,0.578448,ncRNA0059,RprA,RprA
37,1.197835,1.066987,1.336918,0.578666662385229,0.518466496220699,0.649630389746139,0.07951475,0.0053601345,0.30008675,0.01129615,0.0097049765,0.012873465,0.06586925,-0.091772975,0.2326076,0.3205,1.260093,1.11680351,1.42599625,0.550076211159151,0.486079245300055,0.620652762895819,-0.030003736899643,-0.103857880213269,0.042463581458313,0.689,-0.406256650655743,0.009456695,0.007986023,0.01105177,0.079,-0.347408,-0.5008501,-0.17037815,0.0025,0.848811,0.72075765,1.01528905,0.81660956403269,0.682709217508725,0.961692436902299,0.237327741322737,0.104168550637907,0.373332786170211,0.011,1.74499219193592,0.0259774,0.02105499,0.031093045,0,-0.2355855,-0.41569135,-0.03676123,0.036,0.960038,0.77755355,1.1764238385,0.72199973674723,0.589198522344123,0.891446231284221,0.142495606952726,0.01864495283508,0.299673451369587,0.1215,0.906588377524789,0.00994253,0.0078024785,0.01230036,0.1905,0.3191135,0.431305,0.436011,0.7660975,0.424902,0.2406435,0.2828045,0.354831,0.4996795,ncRNA0061,RybA,RybA
38,0.340622,0.2558724,0.4639765,2.03494555473564,1.49392734454275,2.70895645378851,1.64646,0.74775815,2.3014075,0.08633375,0.058949835,0.11971,-0.0505226,-0.17319425,0.08908727,0.3635,0.2923275,0.199057645,0.447251015,2.37113231413168,1.54979453967869,3.48214342980297,0.345952746550642,-0.530548183023088,1.37431769564835,0.3115,0.33641048039821,0.1069335,0.06830214,0.1556447,0.2555,-0.0351629,-0.17158055,0.13662595,0.4275,0.3030768,0.2007626,0.49749863,2.28703482730008,1.39326454235515,3.45257186223558,0.240823450883393,-0.641687732064085,1.35578504547378,0.373,0.215992597459704,0.102544,0.06356034,0.1545105,0.2915,-0.1244295,-0.24323815,-0.01224903,0.061,0.2134622,0.15590095,0.31015835,3.2471659220482,2.23481717879864,4.44607418653862,1.21754947430132,0.110614464561792,2.40344621660663,0.042,1.02669096799649,0.03512975,0.0032186815,0.11575375,0.142,0.415137,0.6278555,0.521114,0.695551,0.5587165,0.496015,0.574262,0.694166,0.5485705,ncRNA0062,RybB,RybB
39,0.515843,0.2813166,1.01732,1.34371733709841,0.681346324495926,2.46393985454148,8.82498,6.4580545,10.549245,0.06367135,0.04217632,0.09170661,-0.143278,-0.3332735,0.03014314,0.113,0.35346505,0.15880845,0.895841485,1.9610063869023,0.773738768916556,4.36468013096174,0.522343423310817,-0.071909314834785,2.34347244582782,0.1225,0.286823951983852,0.126965,0.05434235,0.2016626,0.076,-0.0995673,-0.27762115,0.08776974,0.2205,0.4079055,0.17749335,0.93104941,1.69928413089597,0.744480104506338,3.90520098383134,0.306056769088904,-0.204004669115702,1.84808083396204,0.2335,0.198477297508378,0.122854,0.065249055,0.19004775,0.0575,0.06560675,-0.20866075,0.3641249,0.3895,0.5899864,0.320026787,1.09340585,1.17485286292895,0.633934180179606,2.16590378754504,-0.123677425764727,-1.03278615870538,0.519590117780136,0.41,-0.136042501059991,0.0797363,0.02061654,0.1577988,0.346,0.4387195,0.346436,0.5935695,0.73218,0.4562135,0.472521,0.407042,0.5945905,0.510617,ncRNA0063,RybD,RybD
40,0.5414375,0.39985575,0.74893365,1.28019795603486,0.925512134899232,1.73349314028728,6.156185,5.2861325,7.0414775,0.0653133,0.045932755,0.09141622,-0.171158,-0.35290275,0.019440165,0.086,0.3632685,0.24261675,0.597544715,1.90808506596521,1.15999217786871,2.85696343967375,0.616416341261856,-0.058612440870112,1.43533106966107,0.082,0.752723476431793,0.06917875,0.038472275,0.1163784,0.439,-0.170911,-0.3425309,0.03294276,0.0985,0.3652765,0.24076565,0.5992113145,1.89759634603807,1.15676584531907,2.87892890752972,0.609663866093503,-0.089097847567902,1.48709800944346,0.0955,0.694825783466624,0.07163185,0.041960435,0.1220031,0.414,-0.05307515,-0.2784868,0.23520895,0.4155,0.48721985,0.23768381,0.86207515,1.42265807379412,0.804044976374867,2.91625747181418,0.135299534288176,-0.384222584374926,1.46952750668991,0.415,0.101406608980491,0.1395355,0.04997131,0.2657332,0.092,0.517719,0.7847745,0.9235575,0.762878,0.5864115,0.419264,0.5837355,0.64533,0.5711845,ncRNA0064,RydB,RydB
41,0.348428,0.2625896,0.46944185,1.98935562729554,1.4765346991634,2.63965968412498,1.234395,0.58384805,1.6694655,0.105341,0.074756875,0.1425853,-0.05519985,-0.17438135,0.0785563,0.3145,0.2933172,0.206602885,0.42535309,2.36313174187441,1.62958071985674,3.35497341088114,0.371119830760055,-0.465968991338597,1.30517649097808,0.264,0.397320469481402,0.131467,0.085715965,0.18649165,0.243,-0.0136814,-0.1438647,0.15492945,0.5345,0.335996391,0.21996183,0.52091262,2.06296019629865,1.33064002480054,3.15121574665096,0.074492074550177,-0.708283152653482,1.04833363810151,0.478,0.076493012147196,0.1400305,0.086929395,0.1986954,0.197,-0.0175728,-0.1303611,0.07488631,0.5115,0.32946775,0.267420195,0.421530235,2.10383924278177,1.6443593494476,2.591977792408,0.105815347579223,-0.487337503401514,0.673095423076142,0.4415,0.186531049035226,0.02018445,0.0043620055,0.046438935,5.00E-04,0.338607,0.27735,0.318296,0.4336665,0.492278,0.34491,0.5465375,0.564309,0.5938115,ncRNA0065,RydC,RydC
42,0.4165035,0.10001747,1.054559,1.66420563794364,0.657286298366452,6.93026165092539,9.55122,3.1172245,11.45309,0.372898,0.2351004,0.50791445,-0.0430191,-0.27331395,0.2415282,0.435,0.3581485,0.05837785,1.12864315,1.93536468480897,0.614142020669987,11.8734622538346,0.148737231092513,-1.2779898495239,7.50149040388652,0.422,0.02022878064816,0.285478,0.067708,0.4430517,0.2305,-0.05789795,-0.31930805,0.22402665,0.3935,0.342979,0.05518345,1.086629515,2.02096237908354,0.637887691300268,12.5607810879139,0.237029863923289,-1.21218298632871,8.12676177631395,0.391,0.030042828648086,0.3250815,0.08811612,0.50751015,0.3505,-0.01854775,-0.2802362,0.30257995,0.502,0.3743263,0.088273005,1.136089495,1.85172373510631,0.610116714479577,7.85232312486007,0.060494474634047,-2.42358791560715,3.99049882477849,0.49,0.015392979051492,0.2562365,0.0388212,0.43122075,0.172,0.295917,0.5088805,0.4424525,0.6920635,0.4601165,0.4905365,0.49636,0.440955,0.572956,ncRNA0067,RyfA,RyfA
43,0.6599215,0.25695165,1.207093,1.05034800372873,0.57422861380689,2.69757878305966,11.0408,6.5941235,11.660145,0.2513,0.1815265,0.34677825,0.0494226,-0.23031255,0.36364565,0.4375,0.7293408,0.210557918,1.313043105,0.950374902395472,0.527893725211347,3.29196738948949,-0.056332087480798,-0.616273998238763,1.08918989992249,0.4855,-0.100603449033747,0.214767,0.13611645,0.32087935,0.312,-0.1004975,-0.36631195,0.20404795,0.3365,0.5740625,0.1112936,1.2258934,1.20744201810387,0.565422067839027,6.22809578591474,0.163538534232141,-0.293224337960509,3.96906610116511,0.3685,0.042973945492647,0.2308955,0.10662765,0.36261175,0.3885,-0.02126975,-0.31138805,0.30921395,0.498,0.65386605,0.20866141,1.289692505,1.06007524031138,0.537451563063907,3.32187863619381,0.028136827816433,-0.587429328989631,1.39328769465486,0.5345,0.020610782661403,0.2646695,0.079047505,0.4015053,0.452,0.4590545,0.5165155,0.4713995,0.7105095,0.5168015,0.6028435,0.5751125,0.407924,0.611389,ncRNA0068,RyfD,RyfD
44,0.293992,0.20740095,0.4284486,2.35770767703966,1.61780727359395,3.3420639238151,1.07089,0.21430375,2.0816095,0.105274,0.06137289,0.160014,-0.09151965,-0.2238553,0.058201395,0.187,0.20035085,0.1246778,0.357881145,3.4596686283718,1.93680845089632,5.55950770096665,1.10789638711625,-0.475475550244849,3.08560088001469,0.1505,0.560193088044498,0.107184,0.031251485,0.1983846,0.4955,-0.09269655,-0.22470355,0.05238976,0.1735,0.195793,0.131636135,0.349281,3.54020414065531,1.98449772634086,5.26563099503976,1.14207029812123,-0.470543428005724,2.97256402510697,0.1315,0.623913800568918,0.0727695,0.014675535,0.15864525,0.2605,-0.1002305,-0.22680555,0.018047845,0.122,0.1918664,0.138002655,0.299913385,3.61265556143713,2.31115790932037,5.02270902397824,1.21999150022544,-0.194303471289122,2.65849405936993,0.0835,0.84809824804969,0.0493671,0.004049367,0.1532853,0.1715,0.4666945,0.458991,0.5747525,0.6614705,0.7182365,0.5169885,0.668191,0.6272155,0.8004935,ncRNA0071,Sar,Sar
45,0.357215,0.1720248,0.67293995,1.94042014326937,1.03003340677934,4.02934588896543,3.457105,1.9550065,5.052682,0.2569995,0.16164905,0.35577915,-0.081191,-0.30460855,0.20013615,0.3295,0.254123755,0.08385675,0.72567221,2.7275972178669,0.9551794910891,8.2658529221871,0.649180887196983,-0.951465621993631,5.53897341980875,0.31,0.132762460343126,0.284444,0.10120555,0.44315445,0.402,0.000772874,-0.22889385,0.2799564,0.544,0.35652315,0.13242945,0.794175615,1.94418580348491,0.872788361793978,5.23408638174608,-0.002737207592276,-1.4786572635925,2.65700603530342,0.5275,-0.001854577137256,0.21695,0.09332706,0.3409596,0.3305,-0.127298,-0.34937675,0.1277864,0.21,0.2004725,0.091104115,0.624877545,3.45756740465697,1.1092528264314,7.60830257710203,1.29110788083356,-0.676726225698358,5.20222894189831,0.1855,0.330111970628205,0.194203,0.02411979,0.42856935,0.34,0.5658025,0.511485,0.636926,0.7516715,0.7427755,0.584507,0.714616,0.652542,0.7677035,ncRNA0072,SdsR,SdsR
46,0.0666943,0.024283045,0.320118,10.3929102149524,2.16528788273983,28.5445077967644,4.203515,0.9346064,10.31484,0.311207,0.034198045,0.62644615,-0.03951155,-0.2396476,0.087310065,0.339,0.0259158,-0.006667545,0.21037372,21.3980781090736,-78.0051268827165,157.985341349922,10.3016674351424,-96.2790015023476,143.251267308569,0.277,0.077485509132409,0.2447145,0.0212139,0.64773705,0.4365,-0.007401045,-0.1792906,0.1487777,0.5895,0.05733445,0.01666022,0.29560734,11.9368414985959,2.24162800886919,38.7001060967662,0.947137467338004,-17.0648104101568,26.0747517626512,0.4535,0.037693091600609,0.267253,0.031011695,0.58406695,0.4405,0.0623615,-0.11168035,0.2854567,0.252,0.142574,0.061606345,0.44671725,4.86166610218398,1.55164671510623,11.2512308093991,-5.06721987477195,-22.3624849986382,3.44225486050361,0.1935,-0.292983070134006,0.2556095,0.037704075,0.47031705,0.391,0.5005405,0.406797,0.4332535,0.6932165,0.687563,0.3802915,0.6272575,0.2930645,0.643512,ncRNA0073,SgrS,SgrS
